simplified,traditional,pinyin,zhuyin,meaning,hsk_level,pos,frequency_hsk,frequency_rank_hsk,hsk_level_main,frequency_subtlex,per_million,log_frequency,context_diversity,context_diversity_pct,log_context_diversity,frequency_rank_subtlex,in_subtlex
做客,做客,zuòkè,ㄗㄨㄛˋ ㄎㄜˋ,to be a guest or visitor,3,动,159415,6496,3,50.0,1.49,1.699,50.0,0.8,1.699,2826.0,True
笔记,筆記,bǐjì,ㄅㄧˇ ㄐㄧˋ,to take down (in writing); notes; a type of literature consisting mainly of short sketches; CL:本[ben3],3,名,158704,6512,3,284.0,8.47,2.4533,191.0,3.06,2.281,2592.0,True
草地,草地,cǎodì,ㄘㄠˇ ㄉㄧˋ,lawn; meadow; sod; turf; CL:片[pian4],3,名,158650,6514,3,173.0,5.16,2.238,141.0,2.26,2.1492,2703.0,True
放学,放學,fàngxué,ㄈㄤˋ ㄒㄩㄝˊ,to dismiss students at the end of the school day,3,动,157817,6535,3,430.0,12.82,2.6335,310.0,4.97,2.4914,2446.0,True
箱子,箱子,xiāngzi,ㄒㄧㄤ ㄗ˙,"suitcase; chest; box; case; trunk; CL:隻|只[zhi1],個|个[ge4]",3,名,157476,6546,3,1505.0,44.86,3.1775,636.0,10.19,2.8035,1555.0,True
上衣,上衣,shàngyī,ㄕㄤˋ ㄧ,jacket; upper outer garment; CL:件[jian4],3,名,155638,6579,3,373.0,11.12,2.5717,251.0,4.02,2.3997,2503.0,True
四季,四季,sìjì,ㄙˋ ㄐㄧˋ,"four seasons, namely: spring 春[chun1], summer 夏[xia4], autumn 秋[qiu1] and winter 冬[dong1]",3,名,155360,6584,3,69.0,2.06,1.8388,62.0,0.99,1.7924,2807.0,True
工作日,工作日,gōngzuòrì,ㄍㄨㄥ ㄗㄨㄛˋ ㄖˋ,workday; working day; weekday,3,名,154241,6603,3,41.0,1.22,1.6128,36.0,0.58,1.5563,2835.0,True
开花,開花,kāihuā,ㄎㄞ ㄏㄨㄚ,to bloom; to blossom; to flower; (fig.) to burst; to split open; (fig.) to burst with joy; (fig.) to spring up everywhere; to flourish,3,动,153561,6619,3,76.0,2.27,1.8808,66.0,1.06,1.8195,2800.0,True
难看,難看,nánkàn,ㄋㄢˊ ㄎㄢˋ,ugly; unsightly,3,形,149557,6697,3,93.0,2.77,1.9685,85.0,1.36,1.9294,2783.0,True
关机,關機,guānjī,ㄍㄨㄢ ㄐㄧ,to turn off (a machine or device); to finish shooting a film,3,动,147873,6726,3,179.0,5.34,2.2529,133.0,2.13,2.1239,2697.0,True
班级,班級,bānjí,ㄅㄢ ㄐㄧˊ,class (group of students); grade (in school),3,名,146029,6768,3,116.0,3.46,2.0645,89.0,1.43,1.9494,2760.0,True
句子,句子,jùzi,ㄐㄩˋ ㄗ˙,sentence; CL:個|个[ge4],3,名,145070,6792,3,119.0,3.55,2.0755,102.0,1.63,2.0086,2757.0,True
护照,護照,hùzhào,ㄏㄨˋ ㄓㄠˋ,"passport; CL:本[ben3],個|个[ge4]",3,名,142217,6839,3,574.0,17.11,2.7589,278.0,4.45,2.444,2302.0,True
休假,休假,xiūjià,ㄒㄧㄡ ㄐㄧㄚˋ,to go on vacation; to have a holiday; to take leave,3,动,136702,6941,3,371.0,11.06,2.5694,284.0,4.55,2.4533,2505.0,True
方便面,方便麵,fāngbiànmiàn,ㄈㄤ ㄅㄧㄢˋ ㄇㄧㄢˋ,instant noodles,3,名,135080,6977,3,32.0,0.95,1.5051,20.0,0.32,1.301,2844.0,True
请假,請假,qǐngjià,ㄑㄧㄥˇ ㄐㄧㄚˋ,to request leave of absence,3,动,133598,7012,3,145.0,4.32,2.1614,120.0,1.92,2.0792,2731.0,True
课本,課本,kèběn,ㄎㄜˋ ㄅㄣˇ,textbook; CL:本[ben3],3,名,133273,7020,3,63.0,1.88,1.7993,48.0,0.77,1.6812,2813.0,True
洗衣机,洗衣機,xǐyījī,ㄒㄧˇ ㄧ ㄐㄧ,washing machine; washer; CL:臺|台[tai2],3,名,132749,7036,3,136.0,4.05,2.1335,104.0,1.67,2.017,2740.0,True
铅笔,鉛筆,qiānbǐ,ㄑㄧㄢ ㄅㄧˇ,"(lead) pencil; CL:支[zhi1],枝[zhi1],桿|杆[gan3]",3,名,124711,7188,3,244.0,7.27,2.3874,156.0,2.5,2.1931,2632.0,True
前年,前年,qiánnián,ㄑㄧㄢˊ ㄋㄧㄢˊ,the year before last,3,名,123772,7208,3,22.0,0.66,1.3424,20.0,0.32,1.301,2854.0,True
矿泉水,礦泉水,kuàngquánshuǐ,ㄎㄨㄤˋ ㄑㄩㄢˊ ㄕㄨㄟˇ,"mineral water; CL:瓶[ping2],杯[bei1]",3,名,118728,7329,3,69.0,2.06,1.8388,47.0,0.75,1.6721,2807.0,True
搬家,搬家,bānjiā,ㄅㄢ ㄐㄧㄚ,to move house; to relocate; to remove (sth),3,动,118350,7341,3,586.0,17.47,2.7679,399.0,6.39,2.601,2290.0,True
照相,照相,zhàoxiàng,ㄓㄠˋ ㄒㄧㄤˋ,to take a photograph,3,动,117001,7376,3,287.0,8.56,2.4579,197.0,3.16,2.2945,2589.0,True
动物园,動物園,dòngwùyuán,ㄉㄨㄥˋ ㄨˋ ㄩㄢˊ,zoo; CL:個|个[ge4],3,名,110663,7536,3,321.0,9.57,2.5065,189.0,3.03,2.2765,2555.0,True
渴,渴,kě,ㄎㄜˇ,thirsty,3,形,104585,7678,3,292.0,8.7,2.4654,242.0,3.88,2.3838,2584.0,True
认得,認得,rènde,ㄖㄣˋ ㄉㄜ˙,to recognize; to remember sth (or sb) on seeing it; to know,3,动,101484,7767,3,355.0,10.58,2.5502,267.0,4.28,2.4265,2521.0,True
请客,請客,qǐngkè,ㄑㄧㄥˇ ㄎㄜˋ,to give a dinner party; to entertain guests; to invite to dinner,3,动,101412,7770,3,257.0,7.66,2.4099,228.0,3.65,2.3579,2619.0,True
年级,年級,niánjí,ㄋㄧㄢˊ ㄐㄧˊ,"grade; year (in school, college etc); CL:個|个[ge4]",3,名,101106,7784,3,1317.0,39.26,3.1196,765.0,12.25,2.8837,1672.0,True
短裤,短褲,duǎnkù,ㄉㄨㄢˇ ㄎㄨˋ,short pants; shorts,3,名,100119,7811,3,344.0,10.25,2.5366,236.0,3.78,2.3729,2532.0,True
课文,課文,kèwén,ㄎㄜˋ ㄨㄣˊ,text; CL:篇[pian1],3,名,96843,7901,3,5.0,0.15,0.699,5.0,0.08,0.699,2871.0,True
盘子,盤子,pánzi,ㄆㄢˊ ㄗ˙,tray; plate; dish; CL:個|个[ge4],3,名,91861,8063,3,535.0,15.95,2.7284,364.0,5.83,2.5611,2341.0,True
晚点,晚點,wǎndiǎn,ㄨㄢˇ ㄉㄧㄢˇ,(of trains etc) late; delayed; behind schedule; light dinner,3,动,90902,8089,3,679.0,20.24,2.8319,521.0,8.35,2.7168,2201.0,True
外卖,外賣,wàimài,ㄨㄞˋ ㄇㄞˋ,(of a restaurant) to provide a takeout or home delivery meal; takeout (business); takeout (meal),3,动、名,78191,8474,3,,,,,,,,False
难听,難聽,nántīng,ㄋㄢˊ ㄊㄧㄥ,unpleasant to hear; coarse; vulgar; offensive; shameful,3,形,75678,8562,3,40.0,1.19,1.6021,39.0,0.62,1.5911,2836.0,True
词典,詞典,cídiǎn,ㄘˊ ㄉㄧㄢˇ,"dictionary; also written 辭典|辞典[ci2 dian3]; CL:部[bu4],本[ben3]",3,名,73315,8642,3,34.0,1.01,1.5315,31.0,0.5,1.4914,2842.0,True
黑板,黑板,hēibǎn,ㄏㄟ ㄅㄢˇ,"blackboard; CL:塊|块[kuai4],個|个[ge4]",3,名,68372,8791,3,73.0,2.18,1.8633,59.0,0.95,1.7709,2803.0,True
牙刷,牙刷,yáshuā,ㄧㄚˊ ㄕㄨㄚ,toothbrush; CL:把[ba3],3,名,67633,8819,3,168.0,5.01,2.2253,135.0,2.16,2.1303,2708.0,True
一块儿,一塊兒,yíkuàir,ㄧ ㄎㄨㄞˋ ㄦ˙,erhua variant of 一塊|一块[yi1 kuai4],3,名、副,67388,8826,3,319.0,9.51,2.5038,250.0,4.0,2.3979,2557.0,True
字典,字典,zìdiǎn,ㄗˋ ㄉㄧㄢˇ,"Chinese character dictionary (containing entries for single characters, contrasted with a 詞典|词典[ci2 dian3], which has entries for words of one or more characters); (coll.) dictionary; CL:本[ben3]",3,名,60497,9045,3,142.0,4.23,2.1523,120.0,1.92,2.0792,2734.0,True
红绿灯,紅綠燈,hóng-lǜdēng,ㄏㄨㄥˊ ㄌㄩˋ ㄉㄥ,traffic light; traffic signal,3,名,58274,9127,3,31.0,0.92,1.4914,23.0,0.37,1.3617,2845.0,True
冰激凌,冰激凌,bīngjīlíng,ㄅㄧㄥ ㄐㄧ ㄌㄧㄥˊ,ice cream,3,名,58055,9135,3,292.0,8.7,2.4654,180.0,2.88,2.2553,2584.0,True
勺子,勺子,sháozi,ㄕㄠˊ ㄗ˙,spoon; ladle; CL:把[ba3],3,名,44799,9567,3,153.0,4.56,2.1847,109.0,1.75,2.0374,2723.0,True
高铁,高鐵,gāotiě,ㄍㄠ ㄊㄧㄝˇ,high speed rail,3,名,36858,9841,3,,,,,,,,False
凉快,涼快,liángkuai,ㄌㄧㄤˊ ㄎㄨㄞ˙,pleasantly cool (weather etc); to cool oneself; to cool off; (Tw) (slang) (of clothing) scanty; revealing; (coll.) to stay out of it; to butt out,3,形,31592,10002,3,105.0,3.13,2.0212,84.0,1.35,1.9243,2771.0,True
雨衣,雨衣,yǔyī,ㄩˇ ㄧ,raincoat; CL:件[jian4],3,名,26208,10153,3,55.0,1.64,1.7404,39.0,0.62,1.5911,2821.0,True
后年,後年,hòunián,ㄏㄡˋ ㄋㄧㄢˊ,the year after next,3,名,26150,10156,3,2.0,0.06,0.301,2.0,0.03,0.301,2874.0,True
聊天儿,聊天兒,liáotiānr,ㄌㄧㄠˊ ㄊㄧㄢ ㄦ˙,erhua variant of 聊天[liao2 tian1],3,动,2005,10612,3,,,,,,,,False
点,點,diǎn,ㄉㄧㄢˇ,"to touch briefly; to tap; to mark with a dot; to check off (on a list); to order (food etc); to select; to mention; to bring up (a topic or person); to hint at; to imply; to administer (eye medicine etc) in drops; to light (a fire, a lamp etc); to ignite; to nod (one's head) in agreement; to beckon by moving (one's hand) up and down; point; dot; spot; speck; dot stroke in Chinese characters; (math.) decimal point; point in time or space; (after a number) o'clock; a small amount; a bit; (after a verb or adjective) a bit more; classifier for small amounts",1（3）,量、（名）,0,10619,1,77665.0,2315.14,4.8902,6194.0,99.22,3.792,58.0,True
别的,別的,biéde,ㄅㄧㄝˊ ㄉㄜ˙,else; other,3,代,0,10619,3,6210.0,185.12,3.7931,3270.0,52.38,3.5145,539.0,True
担心,擔心,dānxīn,ㄉㄢ ㄒㄧㄣ,anxious; worried; uneasy; to worry; to be anxious,3,动,0,10619,3,13238.0,394.62,4.1218,4815.0,77.13,3.6826,277.0,True
的话,的話,dehuà,ㄉㄜ˙ ㄏㄨㄚˋ,if (coming after a conditional clause),3,助,0,10619,3,1110.0,33.09,3.0453,819.0,13.12,2.9133,1816.0,True
电子书,電子書,diànzǐshū,ㄉㄧㄢˋ ㄗ˙ ㄕㄨ,electronic book; e-book; e-book reader,3,名,0,10619,3,,,,,,,,False
发烧,發燒,fāshāo,ㄈㄚ ㄕㄠ,to have a high temperature (from illness); to have a fever; (fig.) to be fascinated with; to obsess over; (fig.) flourishing; thriving; popular,3,动,0,10619,3,292.0,8.7,2.4654,217.0,3.48,2.3365,2584.0,True
检票,檢票,jiǎnpiào,ㄐㄧㄢˇ ㄆㄧㄠˋ,to inspect a ticket; to examine a ballot,3,动,0,10619,3,,,,,,,,False
开机,開機,kāijī,ㄎㄞ ㄐㄧ,to start an engine; to boot up (a computer); to press Ctrl-Alt-Delete; to begin shooting a film or TV show,3,动,0,10619,3,82.0,2.44,1.9138,68.0,1.09,1.8325,2794.0,True
面前,面前,miànqián,ㄇㄧㄢˋ ㄑㄧㄢˊ,in front of; facing; (in the) presence (of),3,名,0,10619,3,3264.0,97.3,3.5138,2131.0,34.13,3.3286,909.0,True
银行卡,銀行卡,yínhángkǎ,ㄧㄣˊ ㄏㄤˊ ㄎㄚˇ,bank card,3,名,0,10619,3,,,,,,,,False
周末,週末,zhōumò,ㄓㄡ ㄇㄛˋ,weekend,3,名,0,10619,3,2250.0,67.07,3.3522,1321.0,21.16,3.1209,1184.0,True
为,爲,wéi,ㄨㄟˋ,as (in the capacity of); to take sth as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice); variant of 為|为[wei2]; because of; for; to; variant of 為|为[wei4],4,动,57419345,19,4,45565.0,1358.26,4.6586,6091.0,97.57,3.7847,98.0,True
对,對,duì,ㄉㄨㄟˋ,right; correct; towards; at; for; concerning; regarding; to treat (sb a certain way); to face; (bound form) opposite; facing; matching; to match together; to adjust; to fit; to suit; to answer; to reply; to add; to pour in (a fluid); to check; to compare; classifier: couple; pair,1（4）,形、介、（动、量）,56546971,20,1,132805.0,3958.83,5.1232,6229.0,99.78,3.7944,36.0,True
着,著,zháo,ㄓㄜ˙,a move in chess (Taiwan pr. [zhuo2]); trick; tactic; (dialect) okay; all right; (dialect) to put in; to add; to touch; to come in contact with; to feel; to be affected by; to catch fire; to burn; (coll.) to fall asleep; (after a verb) hitting the mark; succeeding in; aspect particle indicating action in progress or ongoing state; to wear (clothes); to contact; to use; to apply,4,动,45143802,25,4,100091.0,2983.65,5.0004,6222.0,99.66,3.7939,52.0,True
与,與,yǔ,ㄩˇ,variant of 歟|欤[yu2]; and; to give; together with; to take part in,4,介、连,43497840,26,4,13700.0,408.39,4.1367,4274.0,68.46,3.6308,267.0,True
将,將,jiāng,ㄐㄧㄤ,"will; shall; to use; to take; to checkmate; just a short while ago; (introduces object of main verb, used in the same way as 把[ba3]); (bound form) a general; (literary) to command; to lead; (Chinese chess) general (on the black side, equivalent to a king in Western chess); to desire; to invite; to request",4,介、副,43057397,27,4,24946.0,743.62,4.397,4900.0,78.49,3.6902,172.0,True
日,日,rì,ㄖˋ,"abbr. for 日本[Ri4 ben3], Japan; sun; day; date, day of the month",1（4）,量、（名）,42260866,28,1,4114.0,122.64,3.6143,1859.0,29.78,3.2693,744.0,True
好,好,hǎo,ㄏㄠˇ,good; appropriate; proper; all right!; (before a verb) easy to; (before a verb) good to; (before an adjective for exclamatory effect) so; (verb complement indicating completion); (of two people) close; on intimate terms; (after a personal pronoun) hello; to be fond of; to have a tendency to; to be prone to,1（2）（4）,形、（副）、（动）,41528330,30,1,334698.0,9977.13,5.5247,6241.0,99.97,3.7953,10.0,True
等,等,děng,ㄉㄥˇ,to wait for; to await; by the time; when; till; and so on; etc.; et al.; (bound form) class; rank; grade; (bound form) equal to; same as; (used to end an enumeration); (literary) (plural suffix attached to a personal pronoun or noun),4（5）,助、（名、量）,36263392,36,4,34016.0,1014.0,4.5317,5928.0,94.95,3.7729,130.0,True
而,而,ér,ㄦˊ,and; as well as; and so; but (not); yet (not); (indicates causal relation); (indicates change of state); (indicates contrast),4,连,35787779,37,4,39381.0,1173.92,4.5953,5899.0,94.49,3.7708,112.0,True
两,兩,liǎng,ㄌㄧㄤˇ,"two; both; some; a few; tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)",4,量,32745515,41,4,36580.0,1090.43,4.5632,5953.0,95.35,3.7747,121.0,True
从,從,cóng,ㄘㄨㄥˊ,variant of 從|从[cong2]; from; through; via; (bound form) to follow; (bound form) to obey; (bound form) to engage in (an activity); (used before a negative) ever; (bound form) (Taiwan pr. [zong4]) retainer; attendant; (bound form) (Taiwan pr. [zong4]) assistant; auxiliary; subordinate; (bound form) (Taiwan pr. [zong4]) related by common paternal grandfather or earlier ancestor; surname Cong,2（4）,介、（副）,29106991,46,2,47313.0,1410.37,4.675,6129.0,98.17,3.7874,92.0,True
啊,啊,ā,ㄚ˙,"interjection of surprise; Ah!; Oh!; interjection expressing doubt or requiring answer; Eh?; what?; interjection of surprise or doubt; Eh?; My!; what's up?; interjection or grunt of agreement; uhm; Ah, OK; expression of recognition; Oh, it's you!; modal particle ending sentence, showing affirmation, approval, or consent",4,叹,26905491,54,4,130963.0,3903.92,5.1171,6126.0,98.13,3.7872,38.0,True
让,讓,ràng,ㄖㄤˋ,"to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); by (indicates the agent in a passive clause, like 被[bei4])",2（4）,动、（介）,21971231,66,2,123809.0,3690.67,5.0928,6230.0,99.79,3.7945,41.0,True
就是,就是,jiùshì,ㄐㄧㄡˋ ㄕˋ,exactly; precisely; only; simply; just; (used correlatively with 也[ye3]) even; even if,4,助、副、连,21108063,72,4,28137.0,838.75,4.4493,5877.0,94.14,3.7692,152.0,True
之,之,zhī,ㄓ,"(possessive particle, literary equivalent of 的[de5]); him; her; it",4,助,20702277,73,4,15804.0,471.11,4.1988,4715.0,75.52,3.6735,245.0,True
进行,進行,jìnxíng,ㄐㄧㄣˋ ㄒㄧㄥˊ,(of a process etc) to proceed; to be in progress; to be underway; (of people) to carry out; to conduct (an investigation or discussion etc); (of an army etc) to be on the march; to advance,4,动,19659691,78,4,6485.0,193.31,3.8119,3024.0,48.44,3.4806,515.0,True
记者,記者,jìzhě,ㄐㄧˋ ㄓㄜˇ,reporter; journalist; CL:個|个[ge4],4,名,19653989,79,4,1699.0,50.65,3.2302,712.0,11.4,2.8525,1444.0,True
并,竝,bìng,ㄅㄧㄥˋ,and; furthermore; also; together with; (not) at all; simultaneously; to combine; to join; to merge; to combine; to amalgamate; variant of 並|并[bing4]; short name for Taiyuan 太原[Tai4 yuan2],4,动、副、连,19061803,82,4,19394.0,578.12,4.2877,5049.0,80.87,3.7032,213.0,True
真,真,zhēn,ㄓㄣ,really; truly; indeed; real; true; genuine,1（4）,副、（形）,16020066,98,1,102445.0,3053.82,5.0105,6224.0,99.7,3.7941,51.0,True
已,已,yǐ,ㄧˇ,already; to stop; then; afterwards,4,副,15757995,100,4,6636.0,197.81,3.8219,2968.0,47.54,3.4725,499.0,True
市场,市場,shìchǎng,ㄕˋ ㄔㄤˇ,marketplace; market; bazaar; (economics) market,4,名,15562471,102,4,1078.0,32.13,3.0326,689.0,11.04,2.8382,1841.0,True
种,種,zhòng,ㄓㄨㄥˇ,"seed; species; kind; type; classifier for types, kinds, sorts; to plant; to grow; to cultivate",4,动,14993403,109,4,15716.0,468.48,4.1963,4935.0,79.05,3.6933,247.0,True
内,內,nèi,ㄋㄟˋ,inside; inner; internal; within; interior,4,名,14386353,114,4,6436.0,191.85,3.8086,2999.0,48.04,3.477,516.0,True
道,道,dào,ㄉㄠˋ,"road; path (CL:條|条[tiao2],股[gu3]); (bound form) way; reason; principle; (bound form) a skill; an art; a specialization; (Daoism) the Way; the Dao; to say (introducing a direct quotation, as in a novel); (bound form) to express; to extend (polite words); classifier for long thin things (rivers, cracks, shadows etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; (old) circuit (administrative division)",4,名、量,13776897,118,4,3757.0,111.99,3.5748,2041.0,32.69,3.3098,807.0,True
却,卻,què,ㄑㄩㄝˋ,old variant of 卻|却[que4]; but; yet; however; while; to go back; to decline; to retreat; nevertheless; even though,4,副,13636799,120,4,13346.0,397.84,4.1254,4587.0,73.47,3.6615,275.0,True
经济,經濟,jīngjì,ㄐㄧㄥ ㄐㄧˋ,economy; economic,4（5）,名、（形）,13362290,122,4,891.0,26.56,2.9499,593.0,9.5,2.7731,1999.0,True
由,由,yóu,ㄧㄡˊ,to follow; from; because of; due to; by; via; through; (before a noun and a verb) it is for ... to ...,4,介,12849824,129,4,5799.0,172.86,3.7634,2995.0,47.97,3.4764,567.0,True
目前,目前,mùqián,ㄇㄨˋ ㄑㄧㄢˊ,at the present time; currently,4,名,12499652,132,4,2798.0,83.41,3.4468,1795.0,28.75,3.2541,1021.0,True
活动,活動,huódòng,ㄏㄨㄛˊ ㄉㄨㄥˋ,"to exercise; to move about; to work out; shaky; unsteady; loose (tooth etc); movable; flexible; liquid (capital etc); (volcanic, seismic, economic etc) activity; (outdoor etc) activity; event; (political) campaign; (military) maneuver (CL:項|项[xiang4]); to use personal influence, connections, bribes etc",4,动、名,12157387,135,4,2793.0,83.26,3.4461,1661.0,26.61,3.2204,1022.0,True
使,使,shǐ,ㄕˇ,to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger,4,动,11626156,137,4,4915.0,146.51,3.6915,2531.0,40.54,3.4033,648.0,True
管理,管理,guǎnlǐ,ㄍㄨㄢˇ ㄌㄧˇ,to supervise; to manage; to administer; management; administration; CL:個|个[ge4],4,动,11583904,138,4,1085.0,32.34,3.0354,769.0,12.32,2.8859,1835.0,True
通过,通過,tōngguò,ㄊㄨㄥ ㄍㄨㄛˋ,to pass through; to get through; to adopt (a resolution); to pass (legislation); to pass (a test); by means of; through; via,4,动、介,11389239,141,4,6216.0,185.29,3.7935,2799.0,44.83,3.447,537.0,True
社会,社會,shèhuì,ㄕㄜˋ ㄏㄨㄟˋ,society; CL:個|个[ge4],4,名,10910170,150,4,1805.0,53.81,3.2565,1125.0,18.02,3.0512,1378.0,True
表示,表示,biǎoshì,ㄅㄧㄠˇ ㄕˋ,(of sb) to express; to state; to show; (of sth) to indicate; to signify; to show; expression; manifestation,4,动,10779896,151,4,1761.0,52.49,3.2458,1282.0,20.53,3.1079,1406.0,True
情况,情況,qíngkuàng,ㄑㄧㄥˊ ㄎㄨㄤˋ,"circumstances; state of affairs; situation; CL:個|个[ge4],種|种[zhong3]",4,名,10685076,153,4,10673.0,318.16,4.0283,4141.0,66.33,3.6171,332.0,True
当,當,dāng,ㄉㄤ,(onom.) dong; ding dong (bell); to be; to act as; manage; withstand; when; during; ought; should; match equally; equal; same; obstruct; just at (a time or place); on the spot; right; just at; at or in the very same...; suitable; adequate; fitting; proper; to replace; to regard as; to think; to pawn; (coll.) to fail (a student),4,动、介,10365360,156,4,29619.0,882.92,4.4716,5787.0,92.7,3.7625,146.0,True
各,各,gè,ㄍㄜˋ,each; every,4,代、副,10270046,158,4,1391.0,41.46,3.1433,856.0,13.71,2.9325,1623.0,True
同时,同時,tóngshí,ㄊㄨㄥˊ ㄕˊ,at the same time; simultaneously,4,名、连,10226733,159,4,3145.0,93.75,3.4976,2091.0,33.49,3.3204,927.0,True
成为,成為,chéngwéi,ㄔㄥˊ ㄨㄟˊ,to become; to turn into,4,动,9782775,170,4,10038.0,299.23,4.0016,3875.0,62.07,3.5883,353.0,True
技术,技術,jìshù,ㄐㄧˋ ㄕㄨˋ,"technology; technique; skill; CL:門|门[men2],種|种[zhong3],項|项[xiang4]",4,名,9689523,172,4,2136.0,63.67,3.3296,1310.0,20.98,3.1173,1234.0,True
无,無,wú,ㄨˊ,used in 南無|南无[na1 mo2]; not to have; no; none; not; to lack; un-; -less,4,动,9430962,175,4,6648.0,198.17,3.8227,3277.0,52.49,3.5155,498.0,True
出现,出現,chūxiàn,ㄔㄨ ㄒㄧㄢˋ,to appear; to arise; to emerge; to show up,4,动,9270103,178,4,7322.0,218.26,3.8646,3652.0,58.5,3.5625,453.0,True
由于,由於,yóuyú,ㄧㄡˊ ㄩˊ,due to; as a result of; thanks to; owing to; since; because,4,介、连,8959841,183,4,1504.0,44.83,3.1772,1114.0,17.84,3.0469,1556.0,True
心,心,xīn,ㄒㄧㄣ,"heart; mind; intention; center; core; CL:顆|颗[ke1],個|个[ge4]",4,名,8813238,185,4,8955.0,266.94,3.9521,3795.0,60.79,3.5792,382.0,True
方面,方面,fāngmiàn,ㄈㄤ ㄇㄧㄢˋ,respect; aspect; field; side; CL:個|个[ge4],4,名,8766166,187,4,3015.0,89.88,3.4793,1985.0,31.8,3.2978,960.0,True
像,像,xiàng,ㄒㄧㄤˋ,to resemble; to be like; to look as if; such as; appearance; image; portrait; image under a mapping (math.),3（4）（7-9）,动、（副）、（名）,8411623,199,3,50229.0,1497.29,4.701,6057.0,97.02,3.7823,89.0,True
国际,國際,guójì,ㄍㄨㄛˊ ㄐㄧˋ,international,4,形、名,8397493,201,4,1057.0,31.51,3.0241,651.0,10.43,2.8136,1859.0,True
价格,價格,jiàgé,ㄐㄧㄚˋ ㄍㄜˊ,price; CL:個|个[ge4],4,名,8354002,202,4,639.0,19.05,2.8055,474.0,7.59,2.6758,2239.0,True
研究,研究,yánjiū,ㄧㄢˊ ㄐㄧㄡ,research; a study; CL:項|项[xiang4]; to research; to look into,4,动,8217927,208,4,3305.0,98.52,3.5192,1596.0,25.56,3.203,903.0,True
美,美,měi,ㄇㄟˇ,(bound form) the Americas (abbr. for 美洲[Mei3 zhou1]); (bound form) USA (abbr. for 美國|美国[Mei3 guo2]); beautiful; very satisfactory; good; to beautify; to be pleased with oneself,4,形,8175894,210,4,7200.0,214.63,3.8573,2722.0,43.6,3.4349,459.0,True
部门,部門,bùmén,ㄅㄨˋ ㄇㄣˊ,department; branch; section; division; CL:個|个[ge4],4,名,7954820,221,4,1526.0,45.49,3.1836,952.0,15.25,2.9786,1543.0,True
作为,作為,zuòwéi,ㄗㄨㄛˋ ㄨㄟˊ,one's conduct; deed; activity; accomplishment; achievement; to act as; as (in the capacity of); qua; to view as; to look upon (sth as); to take sth to be,4,动、介,7885316,224,4,5864.0,174.8,3.7682,3084.0,49.4,3.4891,564.0,True
部,部,bù,ㄅㄨˋ,"ministry; department; section; part; division; troops; board; classifier for works of literature, films, machines etc",4,名、量,7718766,228,4,5436.0,162.04,3.7353,2395.0,38.36,3.3793,600.0,True
场,塲,chǎng,ㄔㄤˇ,"threshing floor; classifier for events and happenings: spell, episode, bout; variant of 場|场[chang2]; large place used for a specific purpose; stage; scene (of a play); classifier for sporting or recreational activities; classifier for number of exams; variant of 場|场[chang3]",4,量,7657555,229,4,10963.0,326.8,4.0399,3926.0,62.89,3.594,325.0,True
其中,其中,qízhōng,ㄑㄧˊ ㄓㄨㄥ,among; in; included among these,4,名,7646781,231,4,4603.0,137.21,3.663,2702.0,43.28,3.4317,681.0,True
不过,不過,búguò,ㄅㄨˋ ㄍㄨㄛˋ,only; merely; no more than; but; however; anyway (to get back to a previous topic); cannot be more (after adjectival),4（5）,连、（副）,7607718,233,4,23333.0,695.54,4.368,4705.0,75.36,3.6726,182.0,True
死,死,sǐ,ㄙˇ,to die; impassable; uncrossable; inflexible; rigid; extremely; damned,4（5）,动、形、（副）,7572512,234,4,44056.0,1313.28,4.644,5748.0,92.07,3.7595,103.0,True
